TaskID,TaskType,MachineID,MachineType,MachineAgeYears,OperatorID,OperatorSkillLevel,OperatorExperienceYears,WeatherCondition,AmbientTemperatureC,HumidityPercent,WindSpeedKph,SiteTerrainType,MaterialType,LoadVolumeM3,DistanceCoveredM,TimeOfDay,ShiftHoursElapsed,NumberOfBreaks,PriorTaskDelayMin,IdlingDuringTaskMin,FuelConsumedDuringTaskL,EstimatedTimeMin,ActualTimeMin,SafetyIncidentDuringTask
T01223,Lifting,CRN002,Crane,6,OP014,Beginner,2,Sunny,16.32,33.70,0.00,Hilly,Debris,59.88,49.83,Night,0.11,1,0.00,6.15,3.57,46.00,61.39,Yes
T01224,Digging,EXC002,Excavator,2,OP008,Beginner,0,Cloudy,13.94,42.26,13.55,Rocky,Concrete,23.10,203.94,Morning,4.30,3,1.65,2.22,4.51,60.37,84.98,No
T01225,Earth Excavation,EXC003,Excavator,5,OP001,Beginner,0,Snowy,6.89,52.92,11.14,Hilly,Rock,30.84,238.09,Morning,1.66,1,6.90,11.55,7.13,89.70,127.75,No
T01226,Digging,GRD001,Grader,6,OP009,Beginner,2,Cloudy,22.63,20.78,8.37,Hilly,Debris,32.10,199.18,Night,6.68,0,6.12,11.59,6.06,60.37,96.63,No
T01227,Trenching,LDR002,Loader,4,OP019,Intermediate,6,Sunny,24.96,65.22,10.37,Muddy,Rock,40.88,53.87,Night,1.70,3,14.70,4.99,3.44,54.00,60.39,No
T01228,Digging,LDR003,Loader,8,OP016,Expert,10,Sunny,14.19,47.59,7.21,Muddy,Soil,54.19,297.47,Morning,9.33,0,12.06,7.14,4.68,60.00,81.75,Yes
T01229,Earth Excavation,BLD001,Bulldozer,2,OP008,Beginner,0,Sunny,19.91,66.35,0.00,Rocky,Sand,42.61,345.42,Evening,3.38,1,0.00,13.57,4.98,69.00,99.48,No
T01230,Digging,DMP001,DumpTruck,6,OP020,Intermediate,6,Sunny,22.93,55.51,0.00,Hilly,Sand,24.74,452.79,Morning,4.36,1,16.20,8.66,3.99,57.50,68.79,No
T01231,Grading,BLD001,Bulldozer,2,OP002,Expert,10,Snowy,9.43,42.68,11.51,Muddy,Rock,14.26,353.22,Evening,7.97,1,3.61,4.32,3.31,54.60,62.09,No
T01232,Trenching,BLD003,Bulldozer,5,OP006,Intermediate,6,Sunny,14.51,61.33,9.05,Hilly,Concrete,17.61,184.64,Evening,2.86,3,7.34,11.18,3.71,51.75,63.44,No
T01233,Earth Excavation,GRD002,Grader,6,OP008,Beginner,0,Foggy,23.65,53.00,12.45,Rocky,Rock,49.18,485.44,Night,8.27,0,11.41,15.92,7.46,82.80,126.16,No
T01234,Compacting,EXC003,Excavator,5,OP003,Beginner,2,Sunny,16.33,58.80,0.00,Muddy,Concrete,40.41,343.42,Morning,7.19,2,8.49,9.94,5.63,66.00,97.43,No
T01235,Trenching,EXC001,Excavator,7,OP006,Intermediate,6,Cloudy,20.54,34.35,14.89,Muddy,Concrete,47.74,222.21,Morning,8.94,2,9.98,10.13,4.81,56.70,79.63,No
T01236,Material Loading,DMP002,DumpTruck,5,OP020,Intermediate,6,Rainy,24.71,78.25,4.08,Hilly,Debris,21.34,290.58,Afternoon,5.30,3,1.20,1.84,3.44,39.67,52.47,No
T01237,Lifting,BLD001,Bulldozer,2,OP011,Intermediate,3,Sunny,14.14,45.93,5.66,Muddy,Concrete,25.87,174.87,Night,3.10,3,3.80,9.81,2.51,48.00,52.60,No
T01238,Lifting,EXC001,Excavator,7,OP006,Intermediate,6,Cloudy,9.90,71.65,14.60,Sandy,Sand,32.06,112.58,Evening,4.46,2,7.24,3.48,3.64,46.20,60.12,No
T01239,Compacting,LDR002,Loader,4,OP001,Beginner,0,Foggy,11.74,48.02,13.65,Hilly,Soil,44.07,401.90,Evening,5.61,0,12.82,18.88,5.90,75.90,108.52,No
T01240,Grading,BLD003,Bulldozer,5,OP017,Intermediate,6,Sunny,18.58,46.79,6.52,Sandy,Concrete,36.76,333.73,Morning,9.01,3,0.00,12.56,3.57,38.50,58.78,No
T01241,Earth Excavation,CRN001,Crane,3,OP019,Intermediate,6,Cloudy,19.41,25.98,13.84,Muddy,Concrete,48.59,480.73,Evening,4.05,0,12.78,3.64,4.44,75.60,85.58,No
T01242,Demolition,BLD002,Bulldozer,5,OP017,Intermediate,6,Cloudy,24.54,39.51,6.32,Rocky,Sand,8.01,100.81,Morning,8.46,1,0.22,4.45,8.26,108.67,138.11,No
T01243,Compacting,DMP001,DumpTruck,6,OP001,Beginner,0,Sunny,28.00,50.90,10.34,Muddy,Rock,57.58,109.83,Morning,1.21,1,5.39,13.18,5.03,66.00,94.41,No
T01244,Trenching,LDR003,Loader,8,OP005,Intermediate,3,Windy,13.05,58.42,29.03,Rocky,Debris,36.10,206.38,Night,0.97,0,0.00,0.00,4.50,56.93,68.15,No
T01245,Lifting,CRN002,Crane,6,OP015,Expert,9,Rainy,11.24,95.57,9.02,Sandy,Debris,18.53,402.17,Afternoon,2.52,3,0.00,9.27,3.14,50.60,52.69,No
T01246,Trenching,DMP002,DumpTruck,5,OP016,Expert,10,Foggy,18.69,48.39,11.96,Hilly,Soil,19.27,137.97,Evening,2.28,0,1.32,10.21,3.08,62.10,56.12,No
T01247,Material Loading,DMP001,DumpTruck,6,OP015,Expert,9,Sunny,24.35,35.34,19.89,Hilly,Rock,37.58,481.42,Night,1.36,2,2.65,10.28,2.16,34.50,34.19,No
T01248,Earth Excavation,LDR001,Loader,1,OP020,Intermediate,6,Sunny,32.95,57.78,6.13,Flat,Concrete,59.19,209.88,Afternoon,0.94,3,6.43,10.68,3.33,60.00,64.37,No
T01249,Compacting,LDR003,Loader,8,OP019,Intermediate,6,Windy,7.93,35.09,31.11,Hilly,Concrete,18.37,97.37,Evening,8.19,2,10.73,6.64,5.73,69.58,96.47,No
T01250,Trenching,LDR003,Loader,8,OP018,Intermediate,4,Sunny,18.04,63.46,12.52,Muddy,Soil,30.07,48.09,Afternoon,4.12,0,1.71,5.69,4.59,54.00,67.26,No
T01251,Grading,EXC003,Excavator,5,OP019,Intermediate,6,Sunny,15.79,58.88,11.76,Muddy,Sand,21.60,348.20,Evening,1.95,3,0.00,0.00,3.26,42.00,47.58,No
T01252,Trenching,BLD001,Bulldozer,2,OP019,Intermediate,6,Sunny,29.02,52.92,0.00,Rocky,Soil,43.73,200.44,Evening,4.05,2,0.00,13.03,4.07,51.75,63.71,No
T01253,Trenching,BLD002,Bulldozer,5,OP017,Intermediate,6,Cloudy,3.01,63.51,15.72,Sandy,Soil,29.66,112.63,Evening,2.55,0,0.67,6.09,3.46,51.98,62.25,No
T01254,Material Loading,CRN002,Crane,6,OP006,Intermediate,6,Cloudy,18.45,72.39,3.77,Rocky,Sand,33.59,172.86,Night,4.79,1,0.73,11.17,2.38,36.22,45.45,No
T01255,Earth Excavation,CRN002,Crane,6,OP007,Intermediate,3,Sunny,18.04,59.13,21.61,Sandy,Soil,33.58,149.18,Night,6.97,1,16.08,5.85,5.07,66.00,83.02,No
T01256,Earth Excavation,EXC002,Excavator,2,OP007,Intermediate,3,Sunny,21.04,43.41,5.72,Sandy,Rock,58.85,385.44,Night,9.29,0,10.16,7.21,4.75,66.00,83.98,No
T01257,Material Loading,EXC003,Excavator,5,OP015,Expert,9,Sunny,17.99,66.69,10.77,Muddy,Debris,27.11,316.07,Morning,9.45,1,10.20,8.75,2.80,36.00,47.05,No
T01258,Compacting,BLD001,Bulldozer,2,OP002,Expert,10,Rainy,31.06,99.83,0.00,Sandy,Rock,14.07,178.49,Evening,1.03,1,2.64,8.04,3.06,69.58,54.75,No
T01259,Lifting,BLD003,Bulldozer,5,OP012,Beginner,2,Snowy,3.48,58.80,4.76,Sandy,Concrete,58.99,381.84,Afternoon,7.66,0,7.25,9.80,5.17,57.20,88.66,No
T01260,Grading,CRN001,Crane,3,OP008,Beginner,0,Sunny,28.21,48.89,9.12,Sandy,Soil,24.72,362.46,Night,1.26,2,4.14,6.69,3.08,38.50,51.40,No
T01261,Demolition,CRN002,Crane,6,OP013,Intermediate,3,Sunny,18.88,32.71,3.05,Sandy,Rock,14.05,447.41,Evening,7.81,0,16.73,12.84,7.58,99.00,126.81,No
T01262,Compacting,EXC003,Excavator,5,OP015,Expert,9,Cloudy,8.14,53.60,14.95,Hilly,Rock,50.66,416.13,Afternoon,0.98,1,1.80,4.05,3.92,66.41,63.60,No
T01263,Lifting,EXC001,Excavator,7,OP013,Intermediate,3,Windy,19.94,61.11,36.01,Muddy,Sand,12.65,330.33,Afternoon,7.23,1,0.00,11.77,4.08,52.80,70.32,No
T01264,Earth Excavation,EXC002,Excavator,2,OP006,Intermediate,6,Sunny,28.44,44.10,8.95,Flat,Concrete,30.22,304.43,Night,1.06,0,0.00,7.64,3.50,60.00,72.29,No
T01265,Lifting,BLD001,Bulldozer,2,OP013,Intermediate,3,Rainy,16.24,88.54,3.98,Flat,Sand,56.10,60.52,Evening,9.32,0,5.44,10.16,3.04,46.00,58.97,No
T01266,Demolition,EXC001,Excavator,7,OP016,Expert,10,Sunny,20.24,51.84,14.24,Rocky,Concrete,14.46,494.22,Morning,9.52,0,15.17,11.18,5.78,103.50,97.77,No
T01267,Compacting,LDR001,Loader,1,OP014,Beginner,2,Windy,5.89,60.36,26.86,Flat,Rock,23.91,424.53,Night,3.61,0,12.50,10.24,4.27,60.50,79.86,No
T01268,Compacting,EXC002,Excavator,2,OP018,Intermediate,4,Rainy,9.01,84.40,8.79,Sandy,Sand,28.91,417.28,Afternoon,4.31,3,13.72,5.45,4.50,69.58,83.22,No
T01269,Trenching,BLD002,Bulldozer,5,OP008,Beginner,0,Windy,17.20,62.65,31.62,Rocky,Concrete,44.98,71.23,Night,7.19,2,2.76,0.02,4.96,56.93,88.12,No
T01270,Demolition,BLD003,Bulldozer,5,OP016,Expert,10,Cloudy,23.32,35.83,7.85,Muddy,Rock,47.80,251.59,Night,0.21,2,12.81,0.00,5.99,113.40,103.92,No
T01271,Trenching,CRN002,Crane,6,OP016,Expert,10,Foggy,17.54,73.51,10.16,Hilly,Concrete,29.61,185.54,Afternoon,7.41,0,5.43,6.97,4.33,62.10,70.88,No
T01272,Earth Excavation,BLD002,Bulldozer,5,OP006,Intermediate,6,Sunny,24.21,52.09,15.12,Muddy,Debris,42.37,336.53,Morning,2.36,0,0.00,7.22,4.93,72.00,80.68,No
T01273,Lifting,EXC002,Excavator,2,OP017,Intermediate,6,Windy,26.59,46.86,49.47,Hilly,Concrete,49.08,300.08,Evening,5.08,3,0.00,9.06,3.48,50.60,59.55,No
T01274,Compacting,EXC002,Excavator,2,OP020,Intermediate,6,Foggy,25.18,58.31,9.37,Hilly,Concrete,5.88,96.53,Night,2.51,3,9.03,2.32,4.04,75.90,80.28,No
T01275,Trenching,BLD002,Bulldozer,5,OP011,Intermediate,3,Foggy,25.78,52.78,8.19,Rocky,Concrete,45.51,174.16,Morning,6.70,1,7.29,8.25,4.94,62.10,76.81,No
T01276,Demolition,GRD002,Grader,6,OP019,Intermediate,6,Cloudy,22.76,59.40,7.08,Sandy,Concrete,28.21,124.16,Night,1.42,3,2.71,7.80,7.06,103.95,121.75,No
T01277,Compacting,DMP002,DumpTruck,5,OP009,Beginner,2,Cloudy,13.53,47.10,1.31,Hilly,Debris,15.66,443.21,Evening,7.85,1,8.09,17.13,5.91,66.41,98.67,No
T01278,Digging,EXC001,Excavator,7,OP016,Expert,10,Rainy,15.16,81.47,18.02,Hilly,Rock,39.65,217.76,Night,9.61,2,3.27,5.29,4.77,66.12,83.72,No
T01279,Compacting,LDR001,Loader,1,OP004,Beginner,1,Sunny,24.78,50.55,16.12,Rocky,Soil,42.59,357.78,Night,8.28,2,9.16,4.66,5.10,63.25,95.43,No
T01280,Material Loading,LDR003,Loader,8,OP019,Intermediate,6,Sunny,32.25,59.89,8.16,Sandy,Rock,8.09,178.34,Evening,2.95,2,3.57,3.51,2.61,33.00,41.16,No
T01281,Grading,BLD002,Bulldozer,5,OP019,Intermediate,6,Foggy,22.12,44.54,11.24,Hilly,Concrete,22.26,116.92,Afternoon,1.78,0,1.74,7.64,3.14,48.30,55.85,No
T01282,Digging,BLD002,Bulldozer,5,OP017,Intermediate,6,Foggy,9.43,60.54,13.97,Sandy,Sand,7.26,309.82,Night,8.20,2,0.10,4.87,5.16,66.00,84.94,No
T01283,Grading,BLD002,Bulldozer,5,OP018,Intermediate,4,Foggy,17.45,38.10,13.93,Sandy,Debris,41.78,358.55,Night,6.60,1,10.01,8.31,3.03,46.20,54.39,No
T01284,Lifting,CRN001,Crane,3,OP009,Beginner,2,Sunny,24.14,59.85,12.70,Sandy,Soil,21.89,60.25,Night,2.63,3,3.83,13.70,3.23,44.00,58.35,No
T01285,Material Loading,CRN002,Crane,6,OP013,Intermediate,3,Rainy,20.74,90.49,9.91,Flat,Sand,10.45,79.60,Morning,4.89,2,10.65,10.23,2.44,34.50,47.03,No
T01286,Trenching,CRN001,Crane,3,OP007,Intermediate,3,Foggy,10.54,49.58,8.67,Flat,Sand,22.17,496.14,Night,3.35,1,3.65,3.20,3.46,54.00,68.05,No
T01287,Compacting,BLD001,Bulldozer,2,OP007,Intermediate,3,Rainy,25.96,64.06,7.44,Sandy,Soil,39.57,214.56,Evening,0.88,3,3.12,6.28,3.82,69.58,76.56,No
T01288,Digging,BLD003,Bulldozer,5,OP007,Intermediate,3,Rainy,19.66,56.87,10.46,Muddy,Rock,49.84,447.22,Afternoon,0.72,2,0.00,14.65,4.34,69.00,81.54,No
T01289,Digging,GRD001,Grader,6,OP005,Intermediate,3,Sunny,17.29,29.37,7.55,Flat,Concrete,47.69,22.69,Afternoon,2.62,1,12.52,11.20,3.26,50.00,56.50,No
T01290,Material Loading,EXC002,Excavator,2,OP010,Beginner,0,Windy,16.02,50.49,27.34,Hilly,Concrete,35.90,472.94,Night,2.50,2,1.23,8.58,2.44,37.95,51.30,No
T01291,Digging,DMP001,DumpTruck,6,OP006,Intermediate,6,Sunny,23.01,35.10,10.64,Rocky,Debris,9.54,186.98,Night,2.53,0,3.50,10.30,3.95,57.50,65.94,No
T01292,Grading,LDR002,Loader,4,OP018,Intermediate,4,Cloudy,20.61,47.51,16.45,Rocky,Debris,25.10,365.64,Morning,0.75,0,0.41,7.56,2.70,42.26,44.61,No
T01293,Grading,LDR001,Loader,1,OP020,Intermediate,6,Sunny,21.63,50.93,8.72,Hilly,Debris,45.43,293.86,Night,1.26,3,16.17,4.06,2.11,40.25,44.92,No
T01294,Earth Excavation,BLD003,Bulldozer,5,OP014,Beginner,2,Sunny,22.30,53.12,2.91,Flat,Rock,17.78,285.38,Evening,1.28,3,3.54,8.90,5.40,60.00,85.98,No
T01295,Earth Excavation,LDR001,Loader,1,OP016,Expert,10,Sunny,31.59,46.72,13.65,Flat,Soil,24.62,58.02,Evening,6.65,3,4.36,2.86,3.86,60.00,65.73,No
T01296,Grading,EXC003,Excavator,5,OP015,Expert,9,Sunny,21.55,57.94,19.23,Flat,Soil,59.77,110.54,Night,1.33,3,2.95,8.46,2.10,35.00,39.44,No
T01297,Earth Excavation,BLD001,Bulldozer,2,OP001,Beginner,0,Rainy,15.12,63.01,15.89,Hilly,Concrete,11.30,82.82,Night,7.59,0,9.34,11.81,6.01,79.35,114.07,No
T01298,Grading,BLD001,Bulldozer,2,OP007,Intermediate,3,Cloudy,27.50,63.59,16.87,Hilly,Sand,45.63,260.19,Evening,0.35,1,12.61,5.05,2.24,42.26,40.71,No
T01299,Grading,EXC002,Excavator,2,OP010,Beginner,0,Foggy,15.79,42.41,17.56,Hilly,Concrete,12.99,231.26,Night,7.21,1,1.42,8.06,3.49,48.30,74.23,No
T01300,Trenching,EXC003,Excavator,5,OP004,Beginner,1,Snowy,19.29,40.35,14.77,Muddy,Soil,55.79,33.96,Afternoon,1.69,1,3.01,13.79,5.34,70.20,98.34,No
T01301,Grading,CRN001,Crane,3,OP020,Intermediate,6,Windy,22.39,51.06,24.44,Hilly,Concrete,26.44,499.17,Morning,1.37,3,8.60,9.97,3.18,44.27,51.17,No
T01302,Earth Excavation,DMP002,DumpTruck,5,OP006,Intermediate,6,Cloudy,3.23,73.34,10.89,Flat,Sand,34.83,175.55,Afternoon,4.19,1,9.59,6.83,4.17,63.00,74.64,No
T01303,Digging,LDR003,Loader,8,OP008,Beginner,0,Rainy,18.73,87.14,12.27,Sandy,Concrete,15.14,159.30,Afternoon,6.86,1,0.00,10.05,5.67,63.25,99.67,No
T01304,Material Loading,CRN001,Crane,3,OP008,Beginner,0,Cloudy,23.09,52.41,11.41,Sandy,Sand,35.15,107.89,Afternoon,1.84,0,0.00,14.05,2.64,34.65,46.70,No
T01305,Grading,EXC002,Excavator,2,OP016,Expert,10,Cloudy,7.23,75.20,19.95,Muddy,Rock,8.04,52.43,Afternoon,3.06,3,1.55,6.89,2.01,44.10,44.34,No
T01306,Material Loading,BLD001,Bulldozer,2,OP011,Intermediate,3,Rainy,18.94,56.97,1.75,Muddy,Soil,27.49,277.45,Morning,7.82,1,14.86,12.29,2.47,41.40,48.79,No
T01307,Grading,CRN002,Crane,6,OP007,Intermediate,3,Cloudy,14.18,52.77,13.23,Flat,Concrete,6.02,271.61,Morning,0.84,0,8.22,7.20,2.91,36.75,41.72,No
T01308,Grading,EXC003,Excavator,5,OP009,Beginner,2,Sunny,22.16,26.99,3.93,Rocky,Debris,59.91,205.52,Night,7.66,3,11.46,11.06,3.43,40.25,65.78,No
T01309,Material Loading,BLD003,Bulldozer,5,OP004,Beginner,1,Windy,26.10,67.73,37.13,Rocky,Rock,43.34,231.84,Evening,2.96,1,6.91,20.57,3.08,37.95,52.98,Yes
T01310,Demolition,EXC002,Excavator,2,OP016,Expert,10,Rainy,8.73,79.84,0.00,Muddy,Sand,40.92,179.31,Afternoon,1.85,3,13.07,11.69,5.70,124.20,116.86,No
T01311,Trenching,BLD001,Bulldozer,2,OP012,Beginner,2,Cloudy,23.66,32.75,18.27,Muddy,Debris,41.02,490.64,Afternoon,3.38,2,1.07,11.66,4.63,56.70,81.18,No
T01312,Earth Excavation,DMP002,DumpTruck,5,OP013,Intermediate,3,Sunny,26.19,28.41,13.33,Muddy,Debris,47.65,23.34,Evening,8.13,2,2.19,9.78,5.40,72.00,96.19,No
T01313,Demolition,EXC001,Excavator,7,OP019,Intermediate,6,Snowy,8.89,60.80,10.63,Flat,Sand,49.44,328.79,Morning,1.36,1,3.34,3.50,7.57,117.00,124.29,No
T01314,Demolition,DMP002,DumpTruck,5,OP011,Intermediate,3,Sunny,26.40,34.04,7.91,Flat,Debris,46.24,72.41,Afternoon,0.80,3,11.88,10.29,6.11,90.00,108.84,Yes
T01315,Lifting,BLD002,Bulldozer,5,OP013,Intermediate,3,Rainy,17.23,75.13,17.67,Muddy,Sand,27.77,130.37,Evening,2.71,3,8.32,4.99,3.81,55.20,63.72,No
T01316,Grading,LDR001,Loader,1,OP020,Intermediate,6,Cloudy,16.59,44.67,9.20,Sandy,Rock,5.70,291.84,Night,7.63,1,11.07,9.50,3.06,40.43,54.89,No
T01317,Trenching,CRN002,Crane,6,OP008,Beginner,0,Rainy,13.88,100.00,13.18,Muddy,Sand,45.71,297.54,Evening,5.28,1,19.30,10.88,5.73,62.10,95.89,No
T01318,Trenching,GRD001,Grader,6,OP006,Intermediate,6,Foggy,21.32,40.97,7.83,Hilly,Concrete,22.06,340.99,Evening,6.40,1,8.21,12.39,4.85,62.10,82.82,No
T01319,Material Loading,CRN002,Crane,6,OP011,Intermediate,3,Cloudy,21.51,42.83,7.59,Muddy,Concrete,32.11,112.74,Evening,2.14,2,7.06,4.74,3.11,37.80,44.38,No
T01320,Material Loading,CRN001,Crane,3,OP001,Beginner,0,Rainy,10.80,88.81,19.99,Hilly,Concrete,54.59,404.54,Afternoon,7.33,2,0.00,12.03,2.93,39.67,61.08,No
T01321,Material Loading,BLD003,Bulldozer,5,OP003,Beginner,2,Rainy,27.12,81.65,0.00,Sandy,Rock,7.63,142.71,Afternoon,9.80,0,2.28,15.33,3.75,37.95,65.20,No
T01322,Grading,BLD002,Bulldozer,5,OP014,Beginner,2,Windy,16.92,57.68,36.42,Rocky,Concrete,52.89,112.89,Night,1.22,3,12.33,5.38,3.65,44.27,60.24,No
T01323,Trenching,DMP001,DumpTruck,6,OP020,Intermediate,6,Sunny,19.03,50.89,0.59,Flat,Soil,59.33,389.71,Evening,6.53,1,10.09,6.59,3.45,45.00,62.29,No
T01324,Compacting,BLD003,Bulldozer,5,OP012,Beginner,2,Cloudy,19.78,66.74,8.77,Hilly,Rock,33.41,205.21,Morning,8.16,2,0.88,16.52,6.38,66.41,106.05,No
T01325,Earth Excavation,BLD002,Bulldozer,5,OP006,Intermediate,6,Cloudy,11.14,54.91,4.26,Rocky,Concrete,5.29,453.40,Evening,1.35,1,2.43,8.03,4.82,72.45,87.04,No
T01326,Material Loading,EXC003,Excavator,5,OP017,Intermediate,6,Cloudy,10.08,47.54,6.47,Flat,Soil,35.70,470.39,Afternoon,2.04,2,5.78,4.79,2.56,31.50,40.34,No
T01327,Demolition,LDR002,Loader,4,OP003,Beginner,2,Rainy,14.33,76.81,5.55,Hilly,Soil,13.53,227.64,Evening,8.94,1,1.28,12.68,9.18,119.02,164.24,No
T01328,Compacting,CRN001,Crane,3,OP018,Intermediate,4,Sunny,24.91,20.98,0.71,Flat,Debris,5.45,31.12,Morning,3.15,3,4.59,13.21,3.81,55.00,68.72,No
T01329,Lifting,GRD001,Grader,6,OP019,Intermediate,6,Sunny,24.86,41.76,0.00,Muddy,Concrete,10.92,268.34,Evening,8.38,1,4.45,1.75,3.83,48.00,66.18,No
T01330,Trenching,GRD002,Grader,6,OP004,Beginner,1,Rainy,8.06,60.42,9.98,Muddy,Sand,38.42,457.47,Evening,4.59,3,4.66,8.42,5.82,62.10,94.40,No
T01331,Grading,BLD003,Bulldozer,5,OP012,Beginner,2,Sunny,20.88,46.18,12.77,Hilly,Concrete,51.79,119.41,Morning,6.97,0,0.00,12.64,3.75,40.25,64.45,No
T01332,Digging,LDR002,Loader,4,OP018,Intermediate,4,Sunny,15.93,44.95,15.79,Sandy,Soil,16.46,161.96,Night,5.70,1,1.86,7.69,3.72,55.00,69.66,No
T01333,Grading,BLD001,Bulldozer,2,OP012,Beginner,2,Cloudy,16.17,44.02,6.34,Rocky,Concrete,23.76,404.92,Night,7.61,3,5.27,16.28,3.72,42.26,68.90,No
T01334,Lifting,LDR003,Loader,8,OP013,Intermediate,3,Sunny,24.92,37.10,10.53,Muddy,Concrete,12.47,332.05,Morning,0.79,0,0.00,6.63,3.51,48.00,57.53,No
T01335,Earth Excavation,EXC002,Excavator,2,OP018,Intermediate,4,Cloudy,18.23,55.47,0.00,Rocky,Concrete,30.89,64.25,Morning,1.73,1,16.52,9.03,3.92,72.45,71.73,Yes
T01336,Earth Excavation,EXC002,Excavator,2,OP016,Expert,10,Cloudy,33.05,80.55,9.79,Hilly,Concrete,51.64,91.23,Afternoon,0.99,1,0.00,6.42,4.18,72.45,70.28,No
T01337,Material Loading,CRN001,Crane,3,OP018,Intermediate,4,Cloudy,21.59,42.82,15.31,Sandy,Rock,56.14,228.12,Evening,1.05,3,12.17,4.90,2.80,34.65,43.16,No
T01338,Lifting,DMP002,DumpTruck,5,OP017,Intermediate,6,Cloudy,17.56,63.25,17.81,Sandy,Soil,41.46,420.55,Afternoon,7.88,0,1.62,0.00,4.03,46.20,63.95,No
T01339,Compacting,LDR003,Loader,8,OP018,Intermediate,4,Sunny,31.70,31.54,6.12,Muddy,Concrete,7.49,194.96,Evening,6.84,2,0.78,0.00,5.60,66.00,84.71,No
T01340,Digging,LDR001,Loader,1,OP013,Intermediate,3,Sunny,17.35,59.98,8.98,Rocky,Debris,52.68,297.22,Morning,7.56,0,0.58,9.76,3.43,57.50,66.14,Yes
T01341,Grading,BLD002,Bulldozer,5,OP015,Expert,9,Sunny,9.34,26.53,7.74,Rocky,Debris,15.71,133.91,Night,1.97,2,5.65,9.93,2.81,40.25,44.56,No
T01342,Demolition,EXC002,Excavator,2,OP010,Beginner,0,Windy,24.44,47.86,35.70,Flat,Concrete,19.28,209.77,Night,8.23,2,4.63,7.04,6.65,99.00,128.57,No
T01343,Compacting,DMP001,DumpTruck,6,OP018,Intermediate,4,Windy,19.82,35.07,32.05,Muddy,Soil,16.31,188.68,Evening,7.66,3,2.66,9.84,6.11,72.60,103.31,No
T01344,Demolition,CRN002,Crane,6,OP013,Intermediate,3,Windy,8.58,63.83,36.14,Hilly,Debris,45.06,96.31,Morning,6.88,2,0.00,8.61,7.53,113.85,128.27,Yes
T01345,Trenching,GRD001,Grader,6,OP017,Intermediate,6,Cloudy,16.21,50.33,0.00,Hilly,Soil,13.69,291.03,Morning,4.83,1,9.48,2.18,3.69,54.34,64.18,No
T01346,Material Loading,BLD003,Bulldozer,5,OP016,Expert,10,Snowy,13.00,69.90,1.11,Sandy,Debris,55.83,36.22,Night,4.31,1,6.87,0.47,2.40,42.90,40.85,No
T01347,Earth Excavation,GRD002,Grader,6,OP011,Intermediate,3,Sunny,31.27,47.92,5.41,Rocky,Concrete,29.40,427.56,Evening,2.88,3,0.00,2.50,5.00,69.00,84.47,No
T01348,Compacting,GRD002,Grader,6,OP010,Beginner,0,Cloudy,11.72,61.74,6.61,Rocky,Soil,10.69,156.64,Night,0.29,2,2.13,12.98,5.44,66.41,94.36,No
T01349,Digging,DMP001,DumpTruck,6,OP015,Expert,9,Sunny,20.21,45.39,11.52,Flat,Sand,41.47,66.92,Evening,0.46,3,0.00,5.37,2.92,50.00,49.58,No
T01350,Material Loading,EXC001,Excavator,7,OP009,Beginner,2,Windy,10.60,59.94,41.69,Hilly,Rock,36.47,442.76,Afternoon,9.09,0,11.05,12.07,4.24,37.95,70.37,No
T01351,Grading,EXC001,Excavator,7,OP017,Intermediate,6,Sunny,24.94,62.91,2.87,Rocky,Debris,5.02,71.75,Afternoon,4.06,2,0.20,11.74,2.84,40.25,55.94,No
T01352,Trenching,LDR003,Loader,8,OP010,Beginner,0,Cloudy,18.42,33.64,8.44,Sandy,Soil,22.36,495.49,Morning,0.94,3,0.93,15.00,4.97,51.98,76.21,No
T01353,Lifting,LDR001,Loader,1,OP006,Intermediate,6,Rainy,10.48,85.85,10.71,Rocky,Sand,18.83,405.15,Afternoon,1.74,1,0.00,10.79,3.17,52.90,60.65,No
T01354,Trenching,BLD002,Bulldozer,5,OP005,Intermediate,3,Cloudy,21.64,50.78,16.35,Sandy,Soil,43.71,72.73,Afternoon,8.18,1,0.00,3.29,4.64,51.98,72.36,No
T01355,Trenching,LDR001,Loader,1,OP019,Intermediate,6,Sunny,20.28,60.49,8.66,Rocky,Concrete,26.79,188.18,Night,8.65,1,5.46,0.00,3.64,51.75,64.15,No
T01356,Grading,LDR002,Loader,4,OP001,Beginner,0,Windy,20.39,23.56,29.54,Muddy,Sand,40.54,456.04,Morning,1.24,2,7.49,15.36,3.90,46.20,67.34,No
T01357,Demolition,LDR002,Loader,4,OP019,Intermediate,6,Cloudy,18.98,64.34,10.06,Sandy,Soil,19.06,461.68,Evening,4.60,2,0.00,9.87,6.49,103.95,121.49,No
T01358,Compacting,LDR002,Loader,4,OP017,Intermediate,6,Cloudy,19.95,27.70,8.94,Sandy,Soil,24.13,86.27,Morning,8.74,0,3.00,7.28,4.91,63.53,85.85,Yes
T01359,Earth Excavation,EXC001,Excavator,7,OP003,Beginner,2,Sunny,14.37,42.34,9.21,Flat,Sand,27.90,468.97,Afternoon,5.11,3,0.00,19.55,5.73,60.00,86.38,No
T01360,Grading,DMP002,DumpTruck,5,OP012,Beginner,2,Rainy,23.46,75.80,13.46,Sandy,Debris,22.09,371.11,Evening,2.54,1,15.81,10.77,4.48,44.28,63.76,No
